,address,aka_name,city,dba_name,facility_type,inspection_date,inspection_id,inspection_type,latitude,license_,location,location_address,location_city,location_state,location_zip,longitude,results,risk,state,violations,zip
806,7601 S CICERO AVE ,SWEET HONEY TEA,CHICAGO,SWEET HONEY TEA,Restaurant,2018-01-10T00:00:00.000,2135235,License Re-Inspection,41.754660124393745,2570197,POINT (-87.741384758605 41.754660124394),,,,,-87.7413847586052,Pass,Risk 2 (Medium),IL,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: VIOLATION CORRECTED PREMISES HAS CHAPULIN PEST CONT/LOG BOOK ON PREMISES AT THIS TIME. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED RAW WOOD AT THE FRONT CABINETS, INSTRUCTED TO SEAL. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED FLOOR NOT CLEAN, INSTRUCTED TO CLEAN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED WAL IN REAR AROUND THE HAND SINK NEW DRY WALL, INSTRUCTED TO SEAL. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED NO METAL DRAIN BOARD AT 3 COMPARTMENT SINK, INSTRUCTED TO PROVIDE. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: VIOLATION CORRECTED DARRELL DRSHAZER ENROLLED IN SANITATION CLASS.",60652
807,311 S WACKER DR ,CHIPOTLE,CHICAGO,CHIPOTLE,Restaurant,2018-01-10T00:00:00.000,2135234,Canvass,41.877791648104406,2289863,POINT (-87.636524344435 41.877791648104),,,,,-87.63652434443534,Pass,Risk 1 (High),IL,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NOT CLEAN OF DEBRIS IN  REAR BREAK/ STORAGE AREA.INSTRUCTED TO CLEAN.",60606
808,5955 S PULASKI RD ,CHISME EXPRESS INC.,CHICAGO,CHISME EXPRESS INC.,Restaurant,2018-01-10T00:00:00.000,2135233,Canvass,41.784288983210146,1334960,POINT (-87.722770784778 41.78428898321),,,,,-87.72277078477819,Pass,Risk 1 (High),IL,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: BROKEN FLOOR TILES IN FRONT OF CHICKEN ROASTER. INSTD TO REPAIR AND MAINTAIN SO AS SURFACE TO BE SMOOTH, EVEN, EASILY CLEANABLE. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CUTTING BOARD AT FRONT PREP LINE PITTED AND WITH DEEP, DARK GROOVES, INSTD TO REPLACE AND MAINTAIN CUTTING BOARDS AT ALL TIMES.",60629
809,333 E BENTON PL ,MINGHIN CUISIN,CHICAGO,MINGHIN ON GRANT PARK,Restaurant,2018-01-10T00:00:00.000,2135232,Canvass,41.88539004666972,2422780,POINT (-87.61898671164 41.88539004667),,,,,-87.61898671163952,Pass,Risk 1 (High),IL,"31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: USING GROCERY BAG WITH INK FOR FOOD STORAGE IN WALK-IN AND FREEZERS. INSTRUCTED TO USE FOOD GRADE BAGS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: DRAIN LINES FOR SODA GUNS NOT DRAINING, INSTRUCTED TO REPAIR. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: EMPLOYEES TOILET ROOM DOOR NOT SELF-CLOSING, NEXT TO KITCHEN PREP AREA. INSTRUCTED TO INSTALL A SELF-CLOSING DEVICE",60601
810,8301 S STONY ISLAND AVE ,That's A Burger,CHICAGO,That's A Burger,Restaurant,2018-01-10T00:00:00.000,2135231,Canvass,41.74416023099397,2405825,POINT (-87.585228487235 41.744160230994),,,,,-87.58522848723509,Fail,Risk 1 (High),IL,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO VALID CITY OF CHICAGO FOOD SANITATION CERTIFICATE.  MANAGER ON DUTY HAS AN EXPIRED CITY OF CHICAGO FOOD SANITATION CERTIFICATE.  INSTRUCTED THAT A VALID CERTIFICATE IS NEEDED AT ALL TIMES WHILE BUSINESS IS IN OPERATION AND PREPARING POTENTIALLY HAZARDOUS FOODS.  SERIOUS VIOLATION 7-38-012. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED FIFTY OR MORE RODENT DROPPINGS ON PREMISES.  FOUND FIFTY OR MORE MOUSE DROPPINGS ON PREMISES IN THE CLOSET NEXT TO THE THREE COMP SINK ON THE FLOOR.  INSTRUCTED TO CLEAN FLOOR IN CLOSET AND TO HAVE THE PEST CONTROL COMPANY SERVICE RESTAURANT PRIOR TO REINSPECTION NEXT WEEK.  SERIOUS VIOLATION 7-38-020. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INSTRUCTED TO CLEAN THE INTERIOR BOTTOM OF THE FRYERS TO REMOVE GREASE.   | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST CLEAN VENTS ABOVE COOKING EQUIPMENT IN THE HOODED SYSTEM.  OBSERVED SOME WATER STAINED CEILING TILE IN THE WASHROOM AND PREP AREA; REPLACE CEILING TILE WHERE NEEDED.
MISSING WALL COVING ALONG THE BASE OF THE WALL BY THE THREE COMP SINK; REPLACE COVING WHERE NEEDED.",60617
811,7601 S CICERO AVE ,LA BARCA EL TACONAZO,CHICAGO,LA BARCA EL TACONAZO,Restaurant,2018-01-10T00:00:00.000,2135229,Non-Inspection,41.754660124393745,2463452,POINT (-87.741384758605 41.754660124394),,,,,-87.7413847586052,Pass w/ Conditions,Risk 1 (High),IL,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: OBSERVED NO VALID CITY OF CHICAGO SANITATION CERTIFICATE ON PREMISES AT THIS TIME. INSTRUCTED TO PROVIDE. SERIOUS VIOLATION 7-38-012a. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED CUTTING BOARDS STAINED, FRONT AND REAR, INSTRUCTED TO REPLACE ALSO REPLACE MISSING FAN GUARD COVER IN REAR 2 DOOR COOLER. REPLACE INC MACHINE REAR DOOR IN POOR REPAIR BEING HELD ON WITH ROPE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED THE FRONT NOT CLEAN, INSTRUCTED TO CLEAN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED THE FRONT HOOD AND FILTERS OVER THE FRYER, GRILL AND COOKING STATION NOT CLEAN, INSTRUCTED TO CLEAN. ALSO CLEAN WALL IN FRONT COOKING AREA. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: OBSERVED NO LIGHT SHIELD OVER FRONT FRYER STATION, AND REAR PREP AREA, INSTRUCTED TO REPLACE.",60652
812,1301 S WABASH AVE ,THE SCOUT,CHICAGO,THE SCOUT,Restaurant,2018-01-10T00:00:00.000,2135228,Canvass,41.86567654331935,2084171,POINT (-87.625649841783 41.865676543319),,,,,-87.62564984178259,Fail,Risk 1 (High),IL,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: OBSERVED ONE PREP COOLER (TOP AND BOTTOM), WITH POTENTIALLY HAZARDOUS FOODS INSIDE (BEEF, MAYO) AT INADEQUATE COLD HOLDING OF 52.9F DURING THE INSPECTION. OBSERVED ANOTHER PREP COOLER (TOP) WITH POTENTIALLY HAZARDOUS FOODS INSIDE (CHEESE) AT AN INADEQUATE COLD HOLDING TEMPERATURE OF 55.4F DURING THE INSPECTION. INSTRUCTED NOT TO USE SAID PREP COOLERS AND TO MAINTAIN ALL COLD HOLDING UNITS AT 40F OR BELOW AT ALL TIMES. PREP COOLER UNIT (TOP AND BOTTOM) TAGGED AND HELD FOR INSPECTION BY CHICAGO DEPARTMENT OF PUBLIC HEALTH. CHEF TURNED ON PREP COOLER TOP UNIT AND BY THE END OF THE INSPECTION THAT TOP PREP COOLER UNIT WAS AT 40F. CRITICAL VIOLATION 7-38-005(A). | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: OBSERVED POTENTIALLY HAZARDOUS FOODS (BEEF, CHICKEN) AT INADEQUATE COLD HOLDING TEMPERATURES LOCATED IN THE PREP COOLERS IN THE FOOD PREP AREA; 10 LBS OF CHEESE WITH TEMPERATURES RANGING FROM 55F-55.4F, 5 LBS OF BEEF AT 51.8F, 3 LBS OF CHICKEN AT 54.9F, 1LB OF MAYO AT 48.9F AND DICED TOMATOES AT 52F. INSTRUCTED MANAGER TO DISCARD AND DENATURE SAID ITEMS AT TO ALWAYS MAINTAIN AT COLD HOLDING POTENTIALLY HAZARDOUS FOODS AT 40F OR BELOW AT ALL TIMES. VALUE OF ALL POTENTIALLY HAZARDOUS FOODS IS $200. CRITICAL VIOLATION 7-38-005(A). | 16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: OBSERVED A BLACK SUBSTANCE INSIDE OF THE ICE MACHINES BY THE ICE MAKER LOCATED IN THE FOOD PREP AREA. INSTRUCTED TO CLEAN AND SANITIZE ICE MACHINES AND MAINTAIN. SERIOUS VIOLATION 7-38-005(A). | 22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: OBSERVED NO CHEMICAL TEST STRIPS ON SITE TO PROPERLY TEST THE SANITIZING CONCENTRATION OF THE 3 COMPARTMENT SINK AND TO TEST THE LOW TEMPERATURE DISH MACHINE. INSTRUCTED TO PROVIDE PROPER TEST STRIPS FOR THE 3 COMPARTMENT SINK AND THE LOW TEMPERATURE DISH MACHINE AND MAINTAIN. SERIOUS VIOLATION 7-38-030. | 24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: OBSERVED NO HOT RUNNING WATER AT ONE OF THE TWO FAUCETS OF THE 3 COMPARTMENT SINK LOCATED IN THE REAR DISHWASHING AREA. INSTRUCTED TO REPAIR AND TO MAINTAIN HOT WATER AT SAID FAUCET AT ALL TIMES. SERIOUS VIOLATION 7-38-030. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED EXPOSED WASTE WATER PIPE LOCATED ABOVE TWO PREP COOLERS IN THE FOOD PREP AREA. INSTRUCTED TO PROTECT THE EXPOSED WASTE WATER PIPE BY WRAPPING A WATER PROOF MATERIAL AROUND SAID PIPE TO PREVENT FROM CONTAMINATION AND MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED EXCESSIVE ACCUMULATED GREASE AND FOOD DEBRIS LOCATED INSIDE OF THE FRYERS IN THE FOOD PREP AREA. OBSERVED AN ACCUMULATED DEBRIS LOCATED INSIDE OF THE SODA GUN HOLDERS BEHIND THE BARS. INSTRUCTED TO CLEAN ALL SAID AREAS AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED FLOORS WITH ACCUMULATED DIRT DEBRIS LOCATED UNDER THE 3 COMPARTMENT SINK AND THE DISH MACHINE. OBSERVED ALL FLOOR DRAINS WITH AN ACCUMULATED BLACK SUBSTANCE. INSTRUCTED TO CLEAN AND MAINTAIN ALL SAID AREAS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED ACCUMULATED GREASE ON THE VENTS LOCATED ABOVE THE COOKING EQUIPMENT. OBSERVED BROKEN AND MISSING VENTS ABOVE THE COOKING EQUIPMENT LOCATED IN THE FOOD PREP AREA. INSTRUCTED TO CLEAN AND MAINTAIN AS WELL AS REPLACE ALL MISSING AND BROKEN VENTS ABOVE THE COOKING EQUIPMENT.   | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: OBSERVED BURNT OUT LIGHTING LOCATED ABOVE THE COOKING EQUIPMENT. INSTRUCTED TO REPLACE BULBS AND MAINTAIN.",60605
813,5320 N BROADWAY ,PIZZA HUT,CHICAGO,PIZZA HUT,Restaurant,2018-01-10T00:00:00.000,2135227,Complaint,41.978799833537025,2293624,POINT (-87.660083493635 41.978799833537),,,,,-87.66008349363459,Fail,Risk 2 (Medium),IL,"3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: NOTED INTERNAL TEMPERATURES OF THE FOLLOWING FOOD ITEMS ON SHELVING AT THE PREP AREA TO BE IMPROPER:- TURKEY 56.7F, SALAMI 46.4F, CHICKEN 56.8F, SAUSAGE 49.3F, MUSHROOMS (CUT) 46.3F, MAYONNAISE 56.1F. MANAGER IMMDEDITAELY AND VOLUNTARILY DISPOSED OF 37 LBS OF PRODUCTS WORTH $50.000 THROUGH DENATURING PROCESS.
CRITICAL VIOLATION #7-38-005(A) | 12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: NOTED NO PAPER TOWELS AT ALL HAND WASH SINKS INCLUDING EMPLOYEE BATHROOM. INSTRUCTED TO HAVE PAPER TOWELS OR DRYING DEVICES AT ALL HAND WASH SINKS.
CRITICAL VIOLATION #7-38-030  | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NOTED NO CERTIFIED FOOD MANAGER WITH CITY OF SANITATION CERTIFICATE OR PROOF OF WHILE POTENTIALLY HAZARDOUS FOOD ITEMS ARE PREPARED AND SERVED (CHICKEN, DELI MEATS, SALADS ETC). INSTRUCTED TO HAVE THE CITY OF CHICAGO FOOD SERVICE CERTIFICATE ON SITE.
SERIOUS VIOLATION #7-38-012
  | 24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: NOTED 3 COMPARTMENT SINK IN POOR REPAIRS WITH BROKEN BOTTOM BASE OF ONE OF THE 3 COMPARTMENT SINKS AND POURING WATER WHEN STOPPER IS RELEASED. ALSO NOTED LEAKING PIPPING AT THE BOTTOM OF SAME. INSTRUCTED TO REPAIR AND MAINTAIN.
SERIOUS VIOLATION #7-38-030 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: NOTED HEAVY ICE BUILD UP INSIDE WALK IN FREEZER ON SHELVES AND DRIPPING ON TO THE FLOOR. INSTRUCTED TO DEFROST, CLEAN AND MAINTAIN.....NOTED SHELVES AT THE KITCHEN PREP AREA WITH GREASE SPILLS AND DIRT. INSTRUCTED TO CLEAN AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: NOTED GREASE AND OIL SPILLS UNDERNEATH COOKING EQUIPMENT AT THE PREP AREA. INSTRUCTED TO CLEAN AND MAINTAIN...MUST ALSO DETAIL CLEAN ALL FLOOR DRAINS AT THE DISH WASHING AREA.  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: NOTED HEAVY DUST ACCUMULATION AND DIRT ON CEILING WALLS AND HOOD OF STOVE AT THE PREP AREA. INSTRUCTED TO CLEAN AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NOTED A HAND WASH SINK NEXT TO THE PREP TABLE WITH ASSORTED SAUCES FOR SERVING WITH NO SPLASH GUARD. INSTRUCTED TO INSTALL A SPLASH GUARD AT THE HAND WASH SINK.",60640
814,2000 W ROSCOE ST ,COMMONWEALTH TAVEN,CHICAGO,"ROSCOE-DAMEN, CORP.",Restaurant,2018-01-10T00:00:00.000,2135226,Canvass,41.94332513800031,2293828,POINT (-87.678514432938 41.943325138),,,,,-87.67851443293753,Pass w/ Conditions,Risk 1 (High),IL,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: FOOD NOT PROTECTED FROM CONTAMINATION DURING STORAGE AND DISPLAY: OBSERVED VACUUM PACKAGED FOODS (STEAKS, CHORIZO, ETC.) STORED IN THE FREEZER IN THE BASEMENT AND REFRIGERATORS WITHOUT A IDPH OR CDPH APPROVED HACCP PLAN ON THE PREMISES. THE VACUUM PACKAGING MACHINE IN THE BASEMENT HAS BEEN TAGGED AND HELD FOR INSPECTION. MANAGEMENT INSTRUCTED THAT A CDPH APPROVED HACCP PLAN IS NEEDED BEFORE VACUUM PACKAGING ANY FOOD. MANAGEMENT DISCARDED THE VACUUM PACKAGED FOODS. SERIOUS VIOLATION 7-38-005A | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED COBWEBS AND DEBRIS ON THE WALL ACROSS FROM THE WALK-IN COOLER IN THE BASEMENT NEAR THE STAIRS. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED DUST ON THE CEILING VENT ABOVE THE REACH-IN COOLER IN THE PREP AREA AND THE WALL BEHIND THE COOLER TO THE RIGHT OF THE 3-COMPARTMENT SINK. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN.  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED 2 WATER DAMAGED CEILING TILES IN THE WOMEN'S WASHROOM. INSTRUCTED TO REPLACE WATER DAMAGED CEILING TILES AND MAINTAIN. ",60618
815,3630 S IRON ST ,MARZ COMMUNITY BREWING CO.,CHICAGO,MARZ COMMUNITY BREWING CO.,Restaurant,2018-01-10T00:00:00.000,2135225,License Re-Inspection,41.82788609774376,2516786,POINT (-87.659466188045 41.827886097744),,,,,-87.65946618804537,Pass,Risk 3 (Low),IL,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Violation corrected. ",60609
816,3630 S IRON ST ,MARZ COMMUNITY BREWING CO.,CHICAGO,MARZ COMMUNITY BREWING CO.,Restaurant,2018-01-10T00:00:00.000,2135224,License Re-Inspection,41.82788609774376,2516788,POINT (-87.659466188045 41.827886097744),,,,,-87.65946618804537,Pass,Risk 3 (Low),IL,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Violation corrected. ",60609
817,323 E WACKER DR ,PALM RESTAURANT,CHICAGO,PALM RESTAURANT,Restaurant,2018-01-10T00:00:00.000,2135222,Canvass,41.8875560409486,1242,POINT (-87.619655093285 41.887556040949),,,,,-87.61965509328479,No Entry,Risk 1 (High),IL,,60601
818,226 W JACKSON BLVD ,FRIENDS OF WASHBURNE CULINARY INSTITUTE,CHICAGO,FRIENDS OF WASHBURNE CULINARY INSTITUTE,Restaurant,2018-01-10T00:00:00.000,2135221,Canvass,41.87822032159353,2283378,POINT (-87.634523879184 41.878220321594),,,,,-87.63452387918421,Pass w/ Conditions,Risk 1 (High),IL,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO VALID CITY OF CHICAGO FOOD SANITATION CERTIFICATE POSTED, VISIBLE TO ALL PATRONS WHEN POTENTIALLY HAZARDOUS FOODS PREPARED AND SERVED,( MAKING SANDWICHES,SERVING SOUP,ETC)SERIOUS VIOLATION 7-38-012. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: PEELING PAINT ON WALLS IN DINING ROOM.MUST REPAIR.",60606
819,3630 S IRON ST ,MARZ COMMUNITY BREWING CO.,CHICAGO,MARZ COMMUNITY BREWING CO.,Restaurant,2018-01-10T00:00:00.000,2135220,License Re-Inspection,41.82788609774376,2516787,POINT (-87.659466188045 41.827886097744),,,,,-87.65946618804537,Pass,Risk 1 (High),IL,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Violation corrected. Pest control log book on site.  | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: Violation corrected.  | 22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: Violation corrected. chemical test kit on site.  | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SEAL LOOSE GASKETS ON DOORS OF THREE DOOR REACH-IN COOLER IN KITCHEN.	 | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: SEAL OPENINGS AROUND PIPE FITTINGS UNDER EXPOSED SINK IN KITCHEN. SEAL ALL OPENINGS AROUND ELECTRICAL OUTLET AND LIGHT SWITCHES IN PREP, BAR AND WASHROOM AREAS.	",60609
820,2843 - 2847 W 63RD ST ,PAPA T'S ITALIANO,CHICAGO,PAPA T'S ITALIANO,Restaurant,2018-01-10T00:00:00.000,2135219,Complaint,41.778980820715226,1166821,POINT (-87.695090043049 41.778980820715),,,,,-87.69509004304912,Pass,Risk 1 (High),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: EXTERIOR OF GREASE TRAP WITH RUSTY SURFACES. INSTD TO REMOVE RUST AND MAINTAIN. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: KNIFE IMPROPERLY STORED UNDER CUTTING BOARD. INSTD TO STORE KNIFE PROPERLY. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: WIPING CLOTHS IMPROPERLY STORED. INSTD TO STORE PROPERLY IN SANITIZING SOLUTION AT ALL TIMES.",60629
